id,name,purposes,legIntPurposes,flexiblePurposes,specialPurposes,features,specialFeatures,cookieMaxAgeSeconds,usesCookies,cookieRefresh,usesNonCookieAccess,dataRetention,urls,dataDeclaration,deviceStorageDisclosureUrl,overflow,deletedDate
155,AntVoice,"[1, 2, 3, 4, 7]",[],[],[2],[],[],34819200.0,True,True,False,"{'stdRetention': 403, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.antvoice.com/en/privacypolicy/', 'legIntClaim': 'https://www.antvoice.com/en/privacypolicy/'}, {'langId': 'fr', 'privacy': 'https://www.antvoice.com/fr/privacy-policy/', 'legIntClaim': 'https://www.antvoice.com/fr/privacy-policy/'}]","[1, 2, 3, 6, 8, 10, 11]",https://static.avads.net/deviceStorage.json,,
156,"Basis Global Technologies, Inc.","[1, 3, 4]","[2, 7, 10]",[7],"[1, 2]","[2, 3]",[1],31536000.0,True,True,False,"{'purposes': {'2': 0, '3': 180, '4': 180, '7': 35, '10': 540}, 'specialPurposes': {'1': 540, '2': 0}}","[{'langId': 'en', 'privacy': 'https://privacy.basis.net/', 'legIntClaim': 'https://privacy.basis.net/#gdpr'}]","[1, 2, 3, 5, 6, 8, 9, 10, 11]",https://privacy.basis.net/devicestorage.json,,
157,Seedtag Advertising S.L,"[1, 2, 7, 9, 10]",[],[],"[1, 2]",[],[],31536000.0,True,True,True,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.seedtag.com/en/privacy-policy/', 'legIntClaim': 'https://www.seedtag.com/en/privacy-policy/'}, {'langId': 'es', 'privacy': 'https://www.seedtag.com/es/privacy/', 'legIntClaim': 'https://www.seedtag.com/es/privacy/'}]","[1, 2, 3, 6, 8, 11]",https://tcf.seedtag.com/vendor.json,,
159,Underdog Media LLC ,"[1, 2, 7]",[],[],"[1, 2]",[],[],31536000.0,True,True,True,"{'stdRetention': 63, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://underdogmedia.com/privacy-policy/', 'legIntClaim': 'https://underdogmedia.com/privacy-policy/'}]","[1, 2, 8, 11]",https://bid.underdog.media/deviceStorage.json,,
160,Audience Solutions S.A.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],[],"[1, 2, 3]","[1, 2]",31536000.0,True,True,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'pl', 'privacy': 'https://audience-solutions.com/privacy-policy.pdf'}]","[1, 2, 3, 5, 6, 7, 8, 10, 11]",https://audience-solutions.com/.well-known/deviceStorage.json,{'httpGetLimit': 32},
161,"SMADEX, S.L.U.","[1, 2, 3, 4, 7, 10]",[],[],"[1, 2]","[1, 2, 3]",[1],31536000.0,True,True,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://smadex.com/privacy-policy/', 'legIntClaim': 'https://smadex.com/privacy-policy/'}]","[1, 2, 3, 4, 7, 8, 10, 11]",https://statics.smadex.com/tcf-storage.json,,
163,Bombora Inc.,"[1, 3]","[7, 9, 10]","[7, 9, 10]",[1],"[1, 3]",[],31536000.0,True,True,True,"{'stdRetention': 730, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://bombora.com/privacy', 'legIntClaim': 'https://bombora.com/privacy'}]","[1, 2, 3, 5, 6, 8, 10]",https://ml314.com/deviceStorage.json,,
164,Outbrain UK Ltd,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],[],"[1, 2]","[1, 2, 3]",[2],7776000.0,True,True,True,"{'stdRetention': 396, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.outbrain.com/privacy', 'legIntClaim': 'https://www.outbrain.com/privacy'}, {'langId': 'fr', 'privacy': 'https://www.outbrain.com/privacy/fr', 'legIntClaim': 'https://www.outbrain.com/privacy/fr'}, {'langId': 'de', 'privacy': 'https://www.outbrain.com/privacy/de/', 'legIntClaim': 'https://www.outbrain.com/privacy/de/'}, {'langId': 'it', 'privacy': 'https://www.outbrain.com/privacy/it/', 'legIntClaim': 'https://www.outbrain.com/privacy/it/'}, {'langId': 'ja', 'privacy': 'https://www.outbrain.com/privacy/jp/', 'legIntClaim': 'https://www.outbrain.com/privacy/jp/'}, {'langId': 'nl', 'privacy': 'https://www.outbrain.com/privacy/nl/', 'legIntClaim': 'https://www.outbrain.com/privacy/nl/'}, {'langId': 'pt', 'privacy': 'https://www.outbrain.com/privacy/pt/', 'legIntClaim': 'https://www.outbrain.com/privacy/pt/'}]","[1, 2, 3, 4, 6, 8, 10, 11]",https://www.outbrain.com/privacy/wp-json/privacy/v2/devicestorage.json,,
165,"SpotX, Inc",[1],"[2, 7, 8, 10]","[2, 7, 8, 10]","[1, 2]",[3],[2],31539996.0,True,False,True,"{'stdRetention': 28, 'purposes': {'10': 90}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.magnite.com/legal/advertising-technology-privacy-policy/', 'legIntClaim': 'https://www.magnite.com/legal/advertising-technology-privacy-policy/'}]","[1, 2, 3, 4, 6, 8, 9, 11]",https://gdpr.rubiconproject.com/spotx/devicestoragedisclosure.json,{'httpGetLimit': 32},2023-10-20T00:00:00Z
168,EASYmedia GmbH,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],[],"[1, 2, 3]",[1],31536000.0,True,True,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://login.rtbmarket.com/gdpr'}]","[1, 2, 3, 4, 6, 8, 9, 10, 11]",https://cdn.rvty.net/device_storage_disclosure.json,,
173,"Yieldmo, Inc.","[1, 2, 3, 4, 7, 9, 10]",[],"[2, 7, 9, 10]","[1, 2]","[1, 2, 3]",[],31536000.0,True,True,False,"{'stdRetention': 390, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.yieldmo.com/privacy/', 'legIntClaim': 'https://www.yieldmo.com/privacy/'}]","[1, 2, 3, 4, 5, 6, 8, 10, 11]",https://s3.amazonaws.com/devicestoragedisclosureurl.yieldmo.com/deviceStorage.json,,
174,A Million Ads,"[2, 6, 7]",[],"[2, 7]","[1, 2]",[],[],,False,False,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.amillionads.com/privacy-policy', 'legIntClaim': 'https://www.amillionads.com/privacy-policy/'}]","[1, 2]",https://amillionads-tcf.s3.eu-west-1.amazonaws.com/amillionads_vendordevicestorage.json,,
178,Hybrid Theory Global Ltd,"[1, 2, 3, 4, 7, 8, 9, 10]",[],[],"[1, 2]","[1, 3]",[],31536000.0,True,False,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://hybridtheory.com/privacy-notice/', 'legIntClaim': 'https://hybridtheory.com/privacy-notice/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",https://go.affec.tv/tcfv2/vendor-device-storage,,
184,MEDIARITHMICS SAS,"[1, 3]",[],[],[],[],[],31536000.0,True,True,False,"{'purposes': {'3': 180}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.mediarithmics.io/legal/data-policy'}, {'langId': 'fr', 'privacy': 'https://www.mediarithmics.io/legal/fr-data-policy'}]",[3],https://iab-tcf.mediarithmics.com/device_storage_disclosures.json,,
185,"Bidtellect, Inc","[2, 3, 4, 5, 6, 7, 11]",[],[],[],"[1, 2, 3]",[],7776000.0,True,True,True,"{'stdRetention': 28, 'purposes': {'5': 365, '6': 365}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.bidtellect.com/privacy-policy/'}]","[1, 2, 3, 6, 10]",https://cdn.bttrack.com/iab/deviceStorageDisclosure.json,{'httpGetLimit': 128},
190,video intelligence AG,"[1, 2, 3, 4, 7, 8, 9, 10]",[],[],"[1, 2]","[1, 3]",[],7776000.0,True,True,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.vi.ai/legal/privacy-policy/', 'legIntClaim': 'https://www.vi.ai/legal/privacy-policy/'}]","[1, 2, 3, 4, 6, 8, 10, 11]",https://www.vi.ai/deviceStorage.json,,
192,Remerge GmbH,[1],"[2, 7, 8, 9, 10, 11]","[2, 7, 8, 9, 10, 11]",[2],[1],[],,False,False,True,"{'stdRetention': 90, 'purposes': {'8': 365, '9': 365, '10': 365}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.remerge.io/service-privacy-policy', 'legIntClaim': 'https://www.remerge.io/service-privacy-policy'}]","[1, 2, 3, 6, 8]",https://assets.remerge.io/iab/deviceStorageDisclosure.json,,
193,Mediasmart Mobile S.L.,"[1, 2, 3, 4, 7, 9, 10]",[],[],[],"[2, 3]",[1],,False,False,True,"{'stdRetention': 180, 'purposes': {'2': 10, '7': 120, '9': 360}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://mediasmart.io/privacy/'}]","[1, 2, 3, 4, 8, 9, 11]",https://cookies.mediasmart.io/cookies.json,,
194,Rezonence Limited,"[1, 2, 3, 4, 7, 10]",[],[2],"[1, 2]",[3],[],15552000.0,True,True,True,"{'stdRetention': 180, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://rezonence.com/privacy-policy/', 'legIntClaim': 'https://rezonence.com/privacy-policy/#legitimate_interest'}]","[1, 2, 6, 7, 11]",https://cdn3.rezonence.com/freewall-templates/master/TCF/deviceStorageDisclosure.json,,
195,advanced store GmbH,"[1, 3, 4]","[2, 7]","[2, 7]","[1, 2]",[],[],31536000.0,True,True,True,"{'stdRetention': 60, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.advanced-store.com/de/datenschutz/', 'legIntClaim': 'https://www.advanced-store.com/de/datenschutz/'}, {'langId': 'en', 'privacy': 'https://www.advanced-store.com/en/data-privacy/', 'legIntClaim': 'https://www.advanced-store.com/en/data-privacy/'}]",[3],https://ad4m.at/.well-known/deviceStorage.json,,
196,AdElement Media Solutions Pvt Ltd,"[1, 2, 3, 4, 7, 9, 10]",[],"[2, 7, 9, 10]","[1, 2]","[2, 3]",[1],31536000.0,True,True,False,"{'stdRetention': 180, 'purposes': {'3': 90, '4': 90, '9': 90}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'http://adelement.com/privacy-policy.html', 'legIntClaim': 'https://adelement.com/privacy-policy.html#legal-basis-processing'}]","[1, 2, 3, 6, 7, 8, 9, 10, 11]",https://adelement.com/ae.json,{'httpGetLimit': 32},
199,ADUX,"[1, 2, 3, 4, 7, 9]",[],[],[],[],[1],62208000.0,True,False,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://www.adux.com/donnees-personnelles/'}]","[1, 2, 3, 8, 9, 11]",https://cdn.360yield.com/pub/deviceStorageDisclosureAdux.json,,
202,"Magnite CTV, Inc.","[1, 3, 4]","[2, 7, 10]","[2, 7, 10]","[1, 2]","[1, 2, 3]","[1, 2]",31556900.0,True,False,False,"{'stdRetention': 28, 'purposes': {'10': 90}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.magnite.com/legal/advertising-technology-privacy-policy/', 'legIntClaim': 'https://www.magnite.com/legal/advertising-technology-privacy-policy/'}]","[1, 2, 3, 4, 6, 8, 9, 11]",https://cdn.tremorhub.com/mctv/devicestoragedisclosure.json,{'httpGetLimit': 128},
203,"Revcontent, LLC",[],"[2, 11]",[2],"[1, 2]",[3],[2],,False,False,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://help.revcontent.com/en/knowledge/revcontent-privacy-policy', 'legIntClaim': 'https://help.revcontent.com/en/knowledge/revcontent-privacy-policy'}]","[1, 2, 8]",https://sothebys.revcontent.com/static/device_storage.json,{'httpGetLimit': 32},
205,Adssets AB,[],[7],[],[],[],[],,False,False,False,"{'purposes': {'7': 30}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://adssets.com/policy/', 'legIntClaim': 'https://adssets.com/policy/'}]","[6, 8]",https://tcf.pliing.com/tcf/disclosure.json,,
206,Hybrid Adtech GmbH,"[1, 2, 3, 4, 7, 8, 9, 10]",[],[2],[],"[1, 2, 3]","[1, 2]",31536000.0,True,False,True,"{'stdRetention': 180, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://hybrid.ai/data_protection_policy', 'legIntClaim': 'https://hybrid.ai/data_protection_policy'}]","[2, 3]",https://st.hybrid.ai/policy/deviceStorage.json,,
209,Delta Projects AB,"[1, 2, 3, 4]","[7, 10]","[2, 7, 10]","[1, 2]",[],[1],31536000.0,True,False,False,"{'stdRetention': 547, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://deltaprojects.com/data-collection-policy', 'legIntClaim': 'https://deltaprojects.com/data-collection-policy'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://cdn.de17a.com/policy/deviceStorage.json,,
210,Zemanta Inc.,"[1, 2, 3, 4, 7, 9, 10]",[],[],"[1, 2]","[1, 3]",[2],31536000.0,True,True,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.zemanta.com/privacy/', 'legIntClaim': 'https://www.zemanta.com/privacy/'}]","[1, 2, 3, 4, 6, 8, 10, 11]",https://www.zemanta.com/wp-content/uploads/2022/06/deviceStorage.json,,
211,"AdTheorent, Inc","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],[],"[1, 2, 3]","[1, 2]",63071995.0,True,True,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://adtheorent.com/privacy-policy', 'legIntClaim': 'https://adtheorent.com/privacy-policy'}]","[1, 2, 3, 4, 8, 9, 11]",https://public-cdn.adtheorent.com/iab/AdTheorent-IAB-TCFv2-deviceStorageDisclosure.json,{'httpGetLimit': 128},
212,usemax advertisement (Emego GmbH),"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],[1],[],[],31536000.0,True,True,False,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.usemax.de/?l=privacy', 'legIntClaim': 'https://www.usemax.de/?l=privacy'}]",[10],https://www.usemax.de/deviceStorage.php,,
213,emetriq GmbH,"[1, 2, 3, 5, 7, 8, 9, 10]",[],[],[],"[1, 2, 3]",[],31536000.0,True,True,True,"{'stdRetention': 180, 'purposes': {'2': 0}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.emetriq.com/datenschutz/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",https://tcf.emetriq.de/deviceStorageDisclosure.json,,
215,ARMIS SAS,"[1, 7]",[],[],[],[],[],33696000.0,True,True,False,"{'purposes': {'7': 180}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://armis.tech/en/armis-personal-data-privacy-policy/'}]","[1, 2, 3, 8]",https://armis-rgpd-acotedemoi.acotedemoi.com/,,
216,Mindlytix SAS,"[1, 2, 3, 5, 7, 8, 9, 10]",[],[],[1],[1],[],5356800.0,True,False,False,"{'stdRetention': 185, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://mindlytix.com/privacy/', 'legIntClaim': 'https://mindlytix.com/privacy/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://mindlytix.com/tcf/tcf.json,,
217,"2KDirect, Inc. (dba iPromote)","[1, 3, 4]","[2, 7, 9, 10]","[2, 7, 9, 10]","[1, 2]",[],[],63072000.0,True,True,False,"{'stdRetention': 31, 'purposes': {}, 'specialPurposes': {'1': 365}}","[{'langId': 'en', 'privacy': 'https://www.ipromote.com/privacy-policy/', 'legIntClaim': 'https://www.ipromote.com/privacy-policy/'}]","[1, 2, 3, 4, 6, 7, 8, 10, 11]",https://www.ipromote.com/.well-known/deviceStorage.json,,
224,adrule mobile GmbH,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],"[2, 7, 8, 9, 10, 11]",[],[],[1],31536000.0,True,True,False,"{'stdRetention': 364, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.adrule.net/de/datenschutz/', 'legIntClaim': 'https://www.adrule.net/de/datenschutz/'}]","[2, 3, 6, 8, 9, 11]",https://cdn.hyj.mobi/tcf/adrule.json,,
226,Publicis Media GmbH,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],[],"[1, 2, 3]",[],7776000.0,True,True,True,"{'stdRetention': 730, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.publicismedia.de/datenschutz/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",https://cdn.vtracy.de/iab/deviceStorage.json,,
227,Opt Out Advertising B.V. ,"[1, 2, 3, 4, 7, 9, 10]",[],"[2, 7, 9, 10]","[1, 2]",[3],[1],31622400.0,True,True,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {'1': 30}}","[{'langId': 'en', 'privacy': 'https://optoutadvertising.com/privacy-policy/', 'legIntClaim': 'https://optoutadvertising.com/privacy-policy/'}]","[1, 2, 3, 6, 7, 8, 9, 10, 11]",https://adserving.optoutadvertising.com/dsd,,
228,M.D. Primis Technologies Ltd.,"[1, 2, 3, 4, 5, 6]","[7, 8, 10]",[],"[1, 2]",[3],[],2160000.0,True,False,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.primis.tech/privacy-policy/', 'legIntClaim': 'https://www.primis.tech/privacy-policy/'}]","[1, 2, 3, 4, 6, 7, 8, 11]",https://www.primis.tech/deviceStorage.json,,
231,AcuityAds Inc.,"[1, 3, 4]","[2, 7, 8, 10]","[2, 7, 8, 10]","[1, 2]",[2],[],31536000.0,True,True,False,"{'stdRetention': 180, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://privacy.acuityads.com/corporate-privacy-policy.html', 'legIntClaim': 'https://privacy.acuityads.com/corporate-privacy-policy.html'}]","[1, 2, 3, 5, 6, 8, 10, 11]",https://privacy.acuityads.com/deviceStorageDisclosure.json,{'httpGetLimit': 128},
235,Bucksense Inc,"[1, 2, 7, 9]",[],"[2, 7, 9]","[1, 2]","[1, 2, 3]",[1],89200.0,True,False,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.bucksense.com/platform-privacy-policy/', 'legIntClaim': 'https://www.bucksense.com'}]","[1, 3, 8]",https://j.bucks.llc/iab/devsto01.json,,
237,"VGI CTV, Inc","[1, 2, 3, 4, 7, 9, 10]",[],[],"[1, 2]","[1, 2, 3]",[1],31536000.0,True,True,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://verve.com/privacy-policy/index.html', 'legIntClaim': 'https://verve.com/website-privacy-policy/'}]","[1, 2, 3, 4, 6, 8, 9, 10, 11]",https://lkqd.com/disclosures.json,,
238,StackAdapt Inc.,"[1, 3, 4, 5, 6]","[2, 7, 8, 9, 10, 11]","[2, 7, 8, 11]","[1, 2]","[1, 2, 3]","[1, 2]",31536000.0,True,True,True,"{'stdRetention': 365, 'purposes': {'7': 3652, '8': 180, '9': 4320, '10': 180, '11': 180}, 'specialPurposes': {'1': 60, '2': 1}}","[{'langId': 'en', 'privacy': 'https://www.stackadapt.com/privacy-policy', 'legIntClaim': 'https://www.stackadapt.com/privacy-policy'}]","[1, 2, 3, 4, 6, 8, 9, 10, 11]",https://s3.amazonaws.com/stackadapt_public/disclosures.json,,
239,Triton Digital Canada Inc.,"[1, 4]","[2, 7, 8, 9, 10]","[2, 7, 8, 9, 10]","[1, 2]","[1, 3]",[1],63072000.0,True,True,True,"{'stdRetention': 400, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.tritondigital.com/privacy-policies', 'legIntClaim': 'https://www.tritondigital.com/privacy-policies'}, {'langId': 'fr', 'privacy': 'https://fr.tritondigital.com/privacy-policies', 'legIntClaim': 'https://fr.tritondigital.com/privacy-policies'}, {'langId': 'es', 'privacy': 'https://es.tritondigital.com/privacy-policies', 'legIntClaim': 'https://es.tritondigital.com/privacy-policies'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://tritondigital.com/deviceStorageDisclosure.json,,
241,OneTag Limited,"[1, 2, 3, 4, 7, 9, 10]",[],"[2, 7]","[1, 2]","[1, 2, 3]",[1],34160000.0,True,True,True,"{'stdRetention': 548, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.onetag.com/privacy/', 'legIntClaim': 'https://www.onetag.com/privacy/'}]","[1, 2, 3, 6, 8, 11]",https://onetag-cdn.com/privacy/tcf_storage.json,,
242,twiago GmbH,"[1, 2, 3, 4, 7]",[],[],[],[3],[],2592000.0,True,True,False,"{'stdRetention': 60, 'purposes': {'7': 14}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://a.twiago.com/privacy.php', 'legIntClaim': 'https://a.twiago.com/privacy.php'}, {'langId': 'en', 'privacy': 'https://a.twiago.com/privacy.php', 'legIntClaim': 'https://a.twiago.com/privacy.php'}]","[1, 2, 3, 4, 6, 8, 10, 11]",https://control.twiago.com/deviceStorage.json,,
243,Cloud Technologies S.A.,"[1, 2, 3, 4, 7, 9, 10]",[],[],[1],"[1, 2, 3]",[],31536000.0,True,True,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.cloudtechnologies.pl/en/internet-advertising-privacy-policy', 'legIntClaim': 'https://www.cloudtechnologies.pl/en/internet-advertising-privacy-policy'}]","[1, 2, 3, 5, 6, 8, 10, 11]",https://www.cloudtechnologies.pl/deviceStorage.json,,
244,Ermes,"[1, 2, 3, 4, 7, 9, 10]",[],[],[],"[1, 2, 3]",[],33696000.0,True,False,False,"{'stdRetention': 395, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://www.ermes.ai/politique-de-confidentialite/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",https://tag.leadplace.fr/consents/consents.json,,
246,Smartology Limited,"[1, 3, 4, 8]","[2, 7]","[2, 7]","[1, 2]",[],[],,False,False,True,"{'stdRetention': 30, 'purposes': {'3': 0, '4': 0}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.smartology.net/privacy-policy/', 'legIntClaim': 'https://www.smartology.net/legitimate-interest-assessments/'}]",[1],https://www.smartology.net/deviceStorageDisclosure.json,,
248,Converge-Digital,"[1, 7]",[2],[2],[2],[3],[],15552000.0,True,False,False,"{'stdRetention': 30, 'purposes': {'7': 0}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://converge-digital.com/privacy-policy/', 'legIntClaim': 'https://converge-digital.com/privacy-policy/'}]","[1, 2]",https://data.converge-digital.com/deviceStorage.json,{'httpGetLimit': 32},
249,Tri-table Sp. z o.o.,"[1, 2, 4, 7, 10]",[],[],"[1, 2]","[2, 3]",[1],31622400.0,True,True,True,"{'stdRetention': 366, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'pl', 'privacy': 'https://spolecznosci.pl/polityka-prywatnosci', 'legIntClaim': 'https://spolecznosci.pl/polityka-prywatnosci'}, {'langId': 'en', 'privacy': 'https://tri-table.com/polityka-prywatnosci', 'legIntClaim': 'https://tri-table.com/polityka-prywatnosci'}]",[2],https://cmp.spolecznosci.net/v2/deviceStorage.json,{'httpGetLimit': 128},
251,Yieldlove GmbH,[1],"[2, 7, 10]","[2, 7]","[1, 2]",[],[],2592000.0,True,False,False,"{'purposes': {'2': 7, '7': 0, '10': 183}, 'specialPurposes': {'1': 183, '2': 7}}","[{'langId': 'de', 'privacy': 'https://www.yieldlove.com/de-de/datenschutz/', 'legIntClaim': 'https://www.yieldlove.com/de-de/datenschutz/'}]","[1, 2, 3, 6, 8, 11]",https://cdn-a.yieldlove.com/deviceStorage.json,,
252,Jaduda GmbH,"[1, 3, 4]","[2, 7, 9, 10]","[2, 7, 9, 10]","[1, 2]",[3],[1],2592000.0,True,True,False,"{'stdRetention': 180, 'purposes': {'3': 2190, '4': 2190}, 'specialPurposes': {'2': 3650}}","[{'langId': 'en', 'privacy': 'https://www.splicky.com/en/web/privacy-delivery', 'legIntClaim': 'https://splicky.com/en/web/privacy-policy/legitimate-interests'}, {'langId': 'de', 'privacy': 'https://www.splicky.com/de/web/privacy-delivery', 'legIntClaim': 'https://splicky.com/de/web/privacy-policy/legitimate-interests'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://cdn-global.splicky.com/devicestorage.json,,
253,Improve Digital,"[1, 3, 4, 9]","[2, 7, 10]","[2, 7, 10]","[1, 2]",[3],[1],7776000.0,True,True,False,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.improvedigital.com/platform-privacy-policy', 'legIntClaim': 'https://www.improvedigital.com/platform-privacy-policy'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://sellers.improvedigital.com/tcf-cookies.json,{'httpGetLimit': 128},
254,LiquidM Technology GmbH,"[1, 2, 3, 4, 7]",[],[],"[1, 2]",[3],[1],31536000.0,True,True,True,"{'stdRetention': 14, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://liquidm.com/privacy-policy/', 'legIntClaim': 'https://liquidm.com/privacy-policy/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 11]",https://liquidm.com/disclosures.json,,
255,Onnetwork Sp. z o.o.,"[1, 3, 4, 5, 6]","[2, 7, 8]","[2, 7, 8]",[2],[],[],4320000.0,True,True,False,"{'stdRetention': 0, 'purposes': {'5': 30, '6': 30}, 'specialPurposes': {'2': 30}}","[{'langId': 'pl', 'privacy': 'https://www.onnetwork.tv/pp_services.php#pl', 'legIntClaim': 'https://www.onnetwork.tv/pp_services.php#pl'}, {'langId': 'en', 'privacy': 'https://www.onnetwork.tv/pp_services.php#en', 'legIntClaim': 'https://www.onnetwork.tv/pp_services.php#en'}]",[10],https://video.onnetwork.tv/vendor255.json,,
256,Wunderkind Corporation,"[1, 3, 4]","[2, 7, 9, 10]",[2],"[1, 2]","[1, 2]",[],33696000.0,True,False,True,"{'stdRetention': 3650, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.wunderkind.co/privacy/', 'legIntClaim': 'https://www.wunderkind.co/privacy/data-request-instructions/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",https://assets.bounceexchange.com/tcfv2/tcfv2-disclosures.json,{'httpGetLimit': 128},
259,ADYOULIKE SA,"[1, 2, 3, 4, 7]",[],[],"[1, 2]",[3],[],31536000.0,True,True,False,"{'stdRetention': 60, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://www.adyoulike.com/pages/privacy', 'legIntClaim': 'https://www.adyoulike.com/pages/privacy'}, {'langId': 'en', 'privacy': 'https://www.adyoulike.com/pages/privacy_en.php', 'legIntClaim': 'https://www.adyoulike.com/pages/privacy_en.php'}]","[1, 2, 3, 4, 6, 8, 11]",https://adyoulike.com/deviceStorageDisclosureURL.json,,
