id,name,purposes,legIntPurposes,flexiblePurposes,specialPurposes,features,specialFeatures,cookieMaxAgeSeconds,usesCookies,cookieRefresh,usesNonCookieAccess,dataRetention,urls,dataDeclaration,deviceStorageDisclosureUrl,overflow,deletedDate
1174,Synamedia,"[1, 2, 7, 8, 9, 10]",[],"[2, 7, 8, 9, 10]","[1, 2]","[1, 2, 3]","[1, 2]",,False,False,True,"{'stdRetention': 1095, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.synamedia.com/privacy-policy/', 'legIntClaim': 'https://www.synamedia.com/privacy-policy/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://compliance.iris.synamedia.com/tcf/DDS.json,{'httpGetLimit': 128},
1175,LightBoxTV,[7],[],[],[],[],[1],,False,False,False,"{'purposes': {'7': 365}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.lightboxtv.co.uk/privacy'}]","[1, 2, 8]",https://lbx-iab-tcf.s3.eu-west-3.amazonaws.com/privacy.json,,
1176,"AlgoriX Technology Pte. Ltd.,","[1, 3, 4, 7]","[2, 10]","[2, 10]","[1, 2]","[2, 3]","[1, 2]",,False,False,True,"{'stdRetention': 7, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.algorix.co/privacy-policy/', 'legIntClaim': 'https://www.algorix.co/privacy-policy/#section-3-3'}]","[1, 2, 3, 4, 5, 6, 8, 9, 11]",https://www.algorix.co/gdpr-disclosure.json,{'httpGetLimit': 32},
1177,Holid AB,"[1, 3, 4, 5, 6]","[2, 7, 8, 9, 10, 11]","[2, 7, 8, 9, 10, 11]","[1, 2]","[2, 3]",[],2592000.0,True,False,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://holid.io/assets/documents/Holid_Privacy_Policy.pdf', 'legIntClaim': 'https://holid.io/assets/documents/Holid_Privacy_Policy.pdf'}]",[8],https://ads.holid.io/devicestorage.json,,
1178,First-id,"[1, 2, 3, 4, 7]",[],[],[],[3],[2],34128000.0,True,True,False,"{'stdRetention': 395, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://www.first-id.fr/fr/politique-de-confidentialite'}, {'langId': 'en', 'privacy': 'https://www.first-id.fr/politique-de-confidentialite'}]","[1, 2, 7, 8, 11]",https://static.first-id.fr/tcf/cookie.json,,
1179,Scattered sp. z o.o.,"[2, 7]",[],[],[1],[],[],,False,False,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'http://scattered.pl/PrivacyPolicyV1.pdf', 'legIntClaim': 'http://scattered.pl/PrivacyPolicyV1.pdf'}]","[1, 2, 4, 5, 6, 8, 10, 11]",https://static.scattered.eu/tcf-disclosure.json,,
1181,BotTalk UG (haftungsbeschränkt),"[1, 8, 10]",[],[],[],[3],[1],2592000.0,True,True,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://bottalk.io/privacy', 'legIntClaim': 'https://bottalk.io/privacy'}]",[2],https://bottalk.io/gvr.json,,
1183,SSMas,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],[],[],"[1, 2, 3]",[2],,False,False,True,"{'stdRetention': 364, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://ssmas.com/privacy-policy', 'legIntClaim': 'https://ssmas.com/privacy-policy#interest'}, {'langId': 'es', 'privacy': 'https://ssmas.com/es/politica-privacidad', 'legIntClaim': 'https://ssmas.com/es/politica-privacidad#interes'}]","[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",https://semseoymas.com/iab.json,,
1184,Schwarz Media GmbH ,"[1, 2, 3, 4, 7, 9, 10]",[],[],"[1, 2]","[1, 2, 3]",[1],7776000.0,True,True,True,"{'stdRetention': 89, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://gruppe.schwarz/datenschutz', 'legIntClaim': 'https://gruppe.schwarz/datenschutz'}]","[1, 2, 3, 4, 6, 8, 9, 10, 11]",https://dmp.theadex.com/.well-known/deviceStorage.json,,
1185,Prisma Media,"[1, 2, 3, 4, 5, 7, 9, 10]",[],[],"[1, 2]",[3],[],,False,False,True,"{'stdRetention': 700, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://www.prismamedia.com/espace-confidentialite/', 'legIntClaim': 'https://www.prismamedia.com/espace-confidentialite/'}]","[1, 4, 5, 6, 10]",https://www.prismamedia.com/deviceStorage.json,,
1187,AccountInsight Ltd,[],[],[],"[1, 2]",[1],[],,False,False,False,"{'purposes': {}, 'specialPurposes': {'1': 180, '2': 365}}","[{'langId': 'en', 'privacy': 'https://www.accountinsight.ai/privacy-policy/', 'legIntClaim': 'https://www.accountinsight.ai/privacy-policy/#IP_Processing'}]",[1],https://static.accountinsight.cloud/TCF/Device%20Storage%20Disclosure.json,,
1188,Loop Now Technologies Inc.,"[1, 7, 8, 10]",[],"[7, 8, 10]","[1, 2]",[],[],,False,False,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://firework.com/legal/privacypolicy/', 'legIntClaim': 'https://firework.com/legal/privacypolicy/'}]",[1],https://gdpr.firework.com/disclosure.json,,
1189,"ResponsiveAds, Inc.","[7, 10]",[],[],"[1, 2]",[],[1],,False,False,False,"{'stdRetention': 4320, 'purposes': {'10': 0}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://responsiveads.com/privacy-policy/', 'legIntClaim': 'https://responsiveads.com/privacy-policy/'}]","[1, 2, 6, 7, 8, 9]",https://publish.responsiveads.com/tcf/tcf-v2.json,,
1190,Foreshadow s.r.o,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],"[1, 2]","[1, 3]",[1],15780000.0,True,True,True,"{'stdRetention': 730, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://hodokudsp.com/privacy-policy/', 'legIntClaim': 'https://hodokudsp.com/privacy-policy/'}]","[1, 2, 3, 4, 6, 9]",https://hodokudsp.com/wp-content/uploads/2023/03/disclosure.json,,
1191,Adsmovil España S.L,"[2, 3, 4]",[],[],[],[1],[1],34128000.0,True,True,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'es', 'privacy': 'https://adsmovil.com/politicas-privacidad/'}]","[1, 2, 3, 9]",https://adsmovil.com/devicedisclosure.json,,
1192,Engage Media TV LTD,"[1, 2, 3, 4]","[7, 8, 9, 10]",[7],"[1, 2]",[3],"[1, 2]",31536000.0,True,True,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://engagemedia.tv/privecy-policy', 'legIntClaim': 'https://engagemedia.tv/privecy-policy'}]","[3, 7]",https://engagemedia.tv/deviceStorageDisclosure.json,,
1193,"ArcSpan Technologies, Inc.","[1, 3, 4, 5, 6]","[2, 7, 10]",[],[],[3],[],,False,False,True,"{'stdRetention': 1095, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.arcspan.com/privacy-policy/', 'legIntClaim': 'https://www.arcspan.com/privacy-policy/'}]","[1, 2, 6, 11]",https://docs.arcspan.com/arcspan.json,,
1195,Amplified IntelligenceTechnologies,"[7, 9, 10]",[],"[7, 9, 10]",[],[],[],,False,False,False,"{'stdRetention': 3650, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.amplifiedintelligence.com.au/privacy-policy/', 'legIntClaim': 'https://www.amplifiedintelligence.com.au/privacy-policy/'}]","[1, 2, 6, 8]",https://www.amplifiedintelligence.com.au/tcfv2.json,,
1196,MEDIAWAYSS Sp. z o.o.,"[1, 2, 3, 4, 5, 7, 8]",[],[],[2],[3],[],31449600.0,True,True,False,"{'stdRetention': 364, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://vidverto.io/privacy-policy/', 'legIntClaim': 'https://vidverto.io/privacy-policy/#interest'}]","[2, 3, 4, 6, 8, 10, 11]",https://ad.vidverto.io/delivery/iab_tcf_ds.json,,
1198,Gameloft SE,"[1, 2, 4, 7, 9, 10]",[],[2],"[1, 2]",[3],[],,False,False,True,"{'stdRetention': 90, 'purposes': {'10': 4320}, 'specialPurposes': {'1': 4320}}","[{'langId': 'en', 'privacy': 'https://www.gameloft.com/en/privacy-notice', 'legIntClaim': 'https://www.gameloft.com/en/legal/advertising-legitimate-interest/'}]","[1, 2, 3, 4, 7, 8, 11]",https://cdn.programmatic-ads.gameloft.com/tcf.json,,
1199,Adsyield Inc,"[1, 2, 7, 8, 10]",[],[10],"[1, 2]",[3],[2],,False,False,True,"{'stdRetention': 2, 'purposes': {'2': 1, '8': 1}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://adsyield.com/privacy-policy/', 'legIntClaim': 'https://adsyield.com/privacy-policy/'}]","[1, 2, 4, 6]",https://adsyield.com/vendor-tcf.json,{'httpGetLimit': 128},
1200,ADTARGET.ME UAB,"[1, 3, 4, 5, 6, 8, 9, 10]","[2, 7]","[2, 7]","[1, 2]",[2],[],315532800.0,True,True,True,"{'stdRetention': 255, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://adtarget.me/page/privacy', 'legIntClaim': 'https://adtarget.me/page/privacy'}]","[1, 2, 3, 8, 11]",https://z.cdn.adtarget.me/gdpr/deviceStorageDisclosure.json,,
1201,hyScore.io GmbH,"[2, 7, 8, 10]",[],[],[],[],[],,False,False,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://hyscore.io/data-privacy/'}]","[8, 9]",https://act.hyscore.io/tcf/tcf.json,,
1202,Edge226 Ltd,"[2, 7, 10]",[],"[2, 7, 10]",[2],[3],[1],,False,False,False,"{'stdRetention': 30, 'purposes': {'2': 90}, 'specialPurposes': {'2': 1}}","[{'langId': 'en', 'privacy': 'https://edge226.com/privacy-policy/', 'legIntClaim': 'https://edge226.com/privacy-policy/'}]","[1, 2, 3, 8]",https://snatch.adjns.com/cdn_storage/tcf/tcf.json,,
1203,"Aderize, Inc.",[],"[2, 7, 10]","[2, 7, 10]","[1, 2]",[],[],,False,False,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://aderserve.com/privacy_policy.html', 'legIntClaim': 'https://aderserve.com/privacy_policy.html'}]","[6, 8]",https://aderserve.com/.well-known/deviceStorage.json,{'httpGetLimit': 128},
1204,fraud0 GmbH,[],[],[],[1],[],[],,False,False,False,"{'purposes': {}, 'specialPurposes': {'1': 730}}","[{'langId': 'en', 'privacy': 'https://www.fraud0.com/privacy-policy/', 'legIntClaim': 'https://www.fraud0.com/privacy-policy/'}, {'langId': 'de', 'privacy': 'https://www.fraud0.com/de/datenschutz/', 'legIntClaim': 'https://www.fraud0.com/de/datenschutz/'}]","[1, 2, 3, 6]",https://api.fraud0.com/iab.json,,
1205,Adasta Media S.r.l.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],[],[1],[],34187400.0,True,False,True,"{'stdRetention': 393, 'purposes': {'10': 30}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.adasta.it/en/privacy-policy/'}]","[1, 6, 10, 11]",https://adasta.it/vendor-device-storage.json,,
1206,CND Motion Media GmbH,"[1, 7, 9]",[],"[7, 9]",[],"[1, 2, 3]",[],2419200.0,True,True,False,"{'stdRetention': 4320, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.cnd-motionmedia.de/media/pdf/datenschutz_b2b.pdf', 'legIntClaim': 'https://www.cnd-motionmedia.de/media/pdf/datenschutz_b2b.pdf'}]","[1, 2, 3, 4, 6, 10]",https://analytics.cnd-motionmedia.de/media/json/tcf-disclosure.json,,
1207,Feeltapmedia Limited,[1],[2],[2],[],[],[],,False,False,True,"{'purposes': {'2': 90}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://feeltapmedia.com/Privacy-policy/', 'legIntClaim': 'https://feeltapmedia.com/Privacy-policy/'}]","[1, 2, 3]",https://feeltapmedia.com/ftm.json,{'httpGetLimit': 128},
1208,Viomba Oy,[],[7],[],[2],[3],[],,False,False,False,"{'stdRetention': 4320, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://pathfinder.viomba.com/privacy-policy', 'legIntClaim': 'https://pathfinder.viomba.com/privacy-policy'}]","[1, 2, 8]",https://api-pathfinder.viomba.com/domains-disclosure.json,,
1209,Memob Plus FZ LLC,"[1, 2, 3, 4, 7, 9]",[],[],"[1, 2]",[2],[1],,False,False,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://memob.com/privacy-policy/', 'legIntClaim': 'https://memob.com/privacy-policy/'}]","[1, 2, 3, 4, 6, 7, 9, 10]",https://gdpr.memob.com/deviceStorage.json,{'httpGetLimit': 128},
1210,ADNOW I RENODO MEDIA LTD,"[1, 2]","[7, 8, 9, 10]","[2, 7, 8, 9, 10]","[1, 2]",[3],"[1, 2]",1209600.0,True,True,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://adnow.com/privacy-policy', 'legIntClaim': 'https://adnow.com/privacy-policy'}]","[1, 2, 8]",https://adnow.com/vdsod.json,{'httpGetLimit': 128},
1211,"Momento, Inc.","[1, 2, 3, 4]","[7, 10]",[],"[1, 2]",[3],"[1, 2]",,False,False,True,"{'stdRetention': 4320, 'purposes': {'2': 365, '3': 365, '4': 365}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://momento.team/privacy-policy', 'legIntClaim': 'https://momento.team/privacy-policy'}]","[1, 2, 3, 4, 8, 9, 11]",https://momento.dev/data_storage_disclosures.json,,
1212,Ads Interactive Ltd.,"[1, 2, 3, 4, 7, 10]",[],[],"[1, 2]",[3],[],4838400.0,True,False,False,"{'stdRetention': 60, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://adsinteractive.com/privacy-policy', 'legIntClaim': 'https://adsinteractive.com/privacy-policy'}]","[1, 2, 8, 11]",https://adsinteractive.com/vendor.json,{'httpGetLimit': 32},
1213,esome advertising technologies gmbh,"[2, 3, 4]",[],[],[],"[1, 2, 3]",[2],,False,False,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.esome.com/de/datenschutz/'}, {'langId': 'en', 'privacy': 'https://www.esome.com/en/data-privacy/'}]","[1, 2, 3, 4, 6, 10, 11]",https://www.esome.com/wp-content/uploads/2023/05/vendor.json,,
1214,Kamino Retail,"[1, 3, 4]","[2, 7, 9, 10]","[2, 7, 9, 10]","[1, 2]",[1],[],31536000.0,True,True,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {'2': 0}}","[{'langId': 'en', 'privacy': 'https://www.kaminoretail.com/privacy-policy', 'legIntClaim': 'https://www.kaminoretail.com/privacy-policy'}]","[1, 2, 5, 6, 8, 11]",https://privacy.kaminoretail.io/privacy/kaminoretaildevicesstoragedisclosures.json,,
1215,DrivenIQ Corporation,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],"[1, 2]","[1, 2, 3]",[1],,False,False,True,"{'stdRetention': 4320, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://app.visitiq.io/privacy-policy.html', 'legIntClaim': 'https://app.visitiq.io/privacy-policy.html'}]",[1],https://app.visitiq.io/tcf_vendor_disclosure.json,{'httpGetLimit': 128},
1216,Start.io Inc,"[1, 3, 4]","[2, 7, 10]","[2, 7, 10]","[1, 2]",[1],[1],,False,False,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.start.io/policy/privacy-policy-site/', 'legIntClaim': 'https://www.start.io/policy/privacy-policy-site/'}, {'langId': 'fr', 'privacy': 'https://www.start.io/policy/privacy-policy-site/', 'legIntClaim': 'https://www.start.io/policy/privacy-policy-site/'}, {'langId': 'es', 'privacy': 'https://www.start.io/policy/privacy-policy-site/', 'legIntClaim': 'https://www.start.io/policy/privacy-policy-site/'}, {'langId': 'de', 'privacy': 'https://www.start.io/policy/privacy-policy-site/', 'legIntClaim': 'https://www.start.io/policy/privacy-policy-site/'}]","[1, 2, 3, 6, 7, 8, 9, 10, 11]",https://info.startappservice.com/tcf/start.io_domains.json,{'httpGetLimit': 128},
1217,"Channel99, Inc.",[],[7],[],[],[1],[],,False,False,False,"{'purposes': {'7': 0}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.channel99.com/privacy-policy/', 'legIntClaim': 'https://www.channel99.com/privacy-policy/'}]","[1, 2]",https://ping.channel99.io/Channel99-DeviceStorageDisclosure.json,,
1218,AIDEM Technologies LTD,"[1, 2, 7, 10, 11]",[],[],"[1, 2]","[1, 2, 3]",[],,False,False,True,"{'stdRetention': 90, 'purposes': {'7': 30, '11': 0}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://kb.aidem.com/privacy/policies/privacy-policy/', 'legIntClaim': 'https://kb.aidem.com/privacy/policies/privacy-policy/#4-how-we-use-your-data'}]","[1, 2, 6, 11]",https://www.aidem.com/tcf.json,{'httpGetLimit': 32},
1219,Videobot Ltd,[],"[7, 8]",[],"[1, 2]",[],[],,False,False,True,"{'stdRetention': 1800, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.videobot.com/privacy-policy/', 'legIntClaim': 'https://www.videobot.com/privacy-policy/'}]","[2, 3]",https://www.videobot.com/device-storage-disclosure.json,,
1220,Rayn B.V.,"[1, 3, 5, 7, 8, 9]",[],[],[],[1],[],,False,False,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://rayn.io/privacy'}]","[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",https://cdn.raynmachine.io/devicestoragedisclosure.json,,
1221,Flyads OÜ,"[3, 4, 7, 8, 9, 10]",[2],"[7, 8, 9, 10]","[1, 2]","[2, 3]",[],2592000.0,True,True,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://flyads.com/privacy-policy', 'legIntClaim': 'https://flyads.com/privacy-policy'}]","[1, 2, 3, 4, 6, 8]",https://e.displayfly.com/storage.json,,
1222,Clickagy LLC,"[1, 2, 3, 4, 7]",[],[],[2],"[1, 2, 3]",[2],34160000.0,True,True,False,"{'stdRetention': 396, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.clickagy.com/privacy/', 'legIntClaim': 'https://www.clickagy.com/privacy/'}]","[1, 2, 3, 4, 5, 6, 8, 10, 11]",https://tags.clickagy.com/device-storage-disclosure.json,,
1223,Appstock LTD.,[],[],[],"[1, 2]","[1, 3]",[2],,False,False,False,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://app-stock.com/privacy-policy/', 'legIntClaim': 'https://app-stock.com/privacy-policy/'}]","[7, 8]",https://app-stock.com/deviceStorage.json,,
1224,Exceed Solutions GmbH,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],[],[],[],[],,False,False,True,"{'stdRetention': 40, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://recova.ai/privacy-policy'}, {'langId': 'de', 'privacy': 'https://recova.ai/de/datenschutzerklaerung'}]",[6],https://assets.prod.gcp.recova.ai/tcf/disclosures.json,,
1225,Dando online LTD,[],[],[],"[1, 2]",[1],[1],,False,False,False,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://singularads.com/policy/', 'legIntClaim': 'https://singularads.com/policy/'}]",[8],https://singularads.com/disc.json,,
1226,Digital Brain Nordic AB,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],"[2, 7, 8, 9, 10, 11]",[],[1],[1],31536000.0,True,True,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.audiencealliance.org/gdpr/privacy-policy', 'legIntClaim': 'https://www.audiencealliance.org/gdpr/privacy-policy'}]","[1, 2, 3, 5, 6, 7, 8, 9, 10, 11]",https://cdn.dep-x.com/tcf_vendors/samhub/devicestoragedisclosures.json,,
1228,EMBRACE Systems GmbH,[],"[2, 7, 9, 10, 11]","[2, 7, 9, 10, 11]","[1, 2]",[],[],,False,False,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.embrace.systems/datenschutz-embrace-platform', 'legIntClaim': 'https://www.embrace.systems/datenschutz/lia'}]","[1, 5, 6, 7]",https://docs.prod.aws.embrace.systems/tcf/device-storage.json,,
1229,Decentralised Advertising Limited,"[1, 3, 4, 5, 6]","[2, 7, 8, 9, 10, 11]",[],"[1, 2]",[3],[1],,False,False,True,"{'stdRetention': 365, 'purposes': {'3': 60, '4': 60, '5': 60, '6': 60}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://dahq.io/privacy-policy', 'legIntClaim': 'https://dahq.io/privacy-policy'}]","[1, 3, 5, 6, 7, 8, 9, 10, 11]",https://cdn.gx.dev/disclosure.json,,
1230,Audion,"[1, 3, 4, 5, 6]","[2, 7, 8, 9, 10]","[2, 7, 8, 9, 10]","[1, 2]","[1, 3]",[],,False,False,True,"{'stdRetention': 100, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://www.audion.fm/fr/privacy/', 'legIntClaim': 'https://www.audion.fm/fr/privacy/'}, {'langId': 'en', 'privacy': 'https://www.audion.fm/en/privacy/', 'legIntClaim': 'https://www.audion.fm/en/privacy/'}]","[1, 2, 3, 4, 6, 8, 11]",https://www.audion.fm/tcfv2.json,,
1231,Groupe Canal&#43;,"[1, 2, 3, 7, 8, 9]",[],[],[],"[1, 2]",[],34128000.0,True,True,True,"{'stdRetention': 395, 'purposes': {'3': 390}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://canalplus.com/cookies/'}]","[1, 2, 3, 5, 6, 7, 8, 10, 11]",https://static.canal-plus.net/apps/mycanal/prod/api/IAB-Vendors-Device-Storage-Disclosure.json,,
1232,Greenbids,"[7, 8, 10]",[],[],[],[],[],,False,False,False,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.greenbids.ai/privacy', 'legIntClaim': 'https://www.greenbids.ai/privacy'}]","[1, 2]",https://swipette.fr/vendorjson.json,,
1233,"NEXTCHANCE ASSETS, S.L.","[1, 2, 7, 10]",[],[],"[1, 2]","[2, 3]",[],34560000.0,True,True,False,"{'stdRetention': 4320, 'purposes': {'2': 1}, 'specialPurposes': {'2': 0}}","[{'langId': 'es', 'privacy': 'https://adsviu.com/politica-de-privacidad/', 'legIntClaim': 'https://adsviu.com/condiciones-de-uso/'}, {'langId': 'en', 'privacy': 'https://adsviu.com/en/privacy-policy/', 'legIntClaim': 'https://adsviu.com/en/terms-of-use/'}]","[1, 2, 3, 4, 6, 8]",https://nextchance.github.io/adsviu-IAB-config/vendor.json,,
1234,Zuuvi ApS,[],[],[],[2],[],[],,False,False,False,"{'purposes': {}, 'specialPurposes': {'2': 4320}}","[{'langId': 'en', 'privacy': 'https://www.zuuvi.com/privacy-policy', 'legIntClaim': 'https://www.zuuvi.com/privacy-policy/legitimate-reasons'}]","[1, 8]",https://static.zuuvicdn.com/info/tcf.json,,
1235,R2B2 a.s.,"[1, 2, 7, 10]",[],[],[],[],[],7776000.0,True,True,True,"{'stdRetention': 0, 'purposes': {'2': 90}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://r2b2.io/privacy-policy'}]","[1, 2, 8, 11]",https://delivery.r2b2.io/cookie_disclosure,,
1236,SPP Solutions Ltd.,[1],"[2, 7, 10]",[],"[1, 2]",[3],[],400.0,True,True,True,"{'stdRetention': 4, 'purposes': {'7': 365, '10': 365}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://panel.geozo.com/account/privacy', 'legIntClaim': 'https://panel.geozo.com/account/legitimate-interest'}]","[1, 2, 8]",https://cdn.geozo.com/v2/gdpr/tcf.json,{'httpGetLimit': 32},
